Date,Open,High,Low,Close,Adj Close,Volume,name
2024-06-03,12.390000343322754,12.949999809265137,12.100000381469727,12.680000305175781,12.680000305175781,18347100,MGLU3.SA
2024-06-04,12.699999809265137,12.859999656677246,11.630000114440918,11.649999618530273,11.649999618530273,20924100,MGLU3.SA
2024-06-05,11.649999618530273,12.34000015258789,11.520000457763672,12.1899995803833,12.1899995803833,22581900,MGLU3.SA
2024-06-06,12.319999694824219,12.890000343322754,12.260000228881836,12.699999809265137,12.699999809265137,22888600,MGLU3.SA
2024-06-07,12.329999923706055,12.600000381469727,11.739999771118164,11.739999771118164,11.739999771118164,20317800,MGLU3.SA
2024-06-10,11.789999961853027,11.850000381469727,11.25,11.520000457763672,11.520000457763672,19940100,MGLU3.SA
2024-06-11,11.489999771118164,12.479999542236328,11.4399995803833,12.4399995803833,12.4399995803833,31012700,MGLU3.SA
2024-06-12,12.600000381469727,12.949999809265137,11.420000076293945,11.449999809265137,11.449999809265137,36272600,MGLU3.SA
2024-06-13,11.5,11.579999923706055,11.069999694824219,11.220000267028809,11.220000267028809,22684400,MGLU3.SA
2024-06-14,11.270000457763672,11.789999961853027,11.119999885559082,11.4399995803833,11.4399995803833,21160800,MGLU3.SA
2024-06-17,11.270000457763672,11.329999923706055,10.989999771118164,10.989999771118164,10.989999771118164,14745400,MGLU3.SA
2024-06-18,11.010000228881836,11.180000305175781,10.710000038146973,10.949999809265137,10.949999809265137,18214900,MGLU3.SA
2024-06-19,10.949999809265137,11.130000114440918,10.739999771118164,11.079999923706055,11.079999923706055,13434100,MGLU3.SA
2024-06-20,11.3100004196167,11.59000015258789,10.619999885559082,10.670000076293945,10.670000076293945,35327500,MGLU3.SA
2024-06-21,10.699999809265137,10.989999771118164,10.5600004196167,10.829999923706055,10.829999923706055,21829300,MGLU3.SA
2024-06-24,11.609999656677246,12.390000343322754,11.539999961853027,12.15999984741211,12.15999984741211,44665500,MGLU3.SA
2024-06-25,12.0600004196167,12.270000457763672,11.609999656677246,11.800000190734863,11.800000190734863,30018400,MGLU3.SA
2024-06-26,11.640000343322754,11.699999809265137,11.170000076293945,11.479999542236328,11.479999542236328,23803300,MGLU3.SA
2024-06-27,11.460000038146973,12.34000015258789,11.279999732971191,12.210000038146973,12.210000038146973,27526700,MGLU3.SA
